ax,ay,az,g1,g2,g3
-39,37,4122,-9,-23,-14
-40,34,4117,-6,-23,-15
-41,30,4109,-3,-25,-16
-35,60,4136,-16,-12,-19
-36,56,4131,-14,-17,-18
-36,53,4132,-12,-20,-16
-33,76,4138,-20,-2,-35
-34,72,4138,-20,-6,-31
-35,70,4140,-18,-10,-26
-7,68,4138,-16,-1,-51
-11,76,4137,-16,0,-47
-18,76,4134,-17,0,-47
65,12,4153,-4,-20,-59
53,20,4145,-6,-17,-60
30,37,4142,-10,-11,-57
78,1,4150,3,-31,-71
71,3,4149,-2,-24,-65
65,12,4153,-4,-20,-59
73,12,4177,8,-76,-108
74,7,4173,8,-65,-102
76,4,4173,9,-55,-92
54,30,4181,-1,-82,-119
63,23,4177,0,-82,-118
70,18,4176,2,-82,-116
44,59,4181,-7,-80,-118
49,43,4184,-5,-83,-121
54,30,4181,-1,-82,-119
29,120,4181,-15,-63,-99
32,107,4179,-17,-65,-99
36,88,4176,-12,-70,-106
30,132,4184,-31,-60,-80
28,137,4184,-28,-60,-84
27,129,4182,-23,-61,-91
57,116,4193,-43,-84,-55
55,120,4187,-44,-80,-58
49,125,4184,-43,-74,-64
21,96,4177,-35,-99,-39
26,99,4185,-41,-96,-46
38,106,4190,-43,-92,-50
2,68,4159,-10,-107,-4
9,69,4160,-20,-107,-19
10,73,4161,-22,-106,-22
-3,84,4160,12,-105,31
-6,73,4158,2,-107,12
2,68,4159,-10,-107,-4
3,120,4179,35,-97,91
4,113,4176,36,-95,85
7,106,4171,29,-98,67
5,138,4205,37,-101,120
2,132,4192,36,-98,102
3,120,4179,35,-97,91
0,121,4252,41,-128,169
9,125,4240,39,-123,162
12,133,4230,38,-115,147
-35,49,4385,97,-216,289
-35,61,4367,91,-211,278
-33,76,4350,72,-192,250
-60,41,4401,212,-284,420
-53,39,4403,199,-279,408
-40,40,4408,167,-265,371
-60,96,4257,420,-311,585
-64,84,4281,368,-313,558
-63,69,4316,317,-311,517
-24,229,4065,565,-280,552
-33,212,4086,552,-286,566
-41,173,4124,513,-298,595
13,268,4025,601,-284,448
4,261,4030,594,-282,477
-15,248,4046,571,-282,539
54,264,4026,608,-323,266
42,260,4019,609,-303,341
26,263,4017,606,-291,395
157,236,4053,573,-352,77
133,241,4033,583,-351,113
104,252,4021,593,-351,152
249,173,4128,472,-307,-120
235,178,4121,480,-313,-106
211,199,4104,520,-329,-48
353,185,4139,312,-279,-231
317,180,4141,369,-284,-207
295,176,4139,369,-286,-209
429,190,4180,183,-241,-244
394,185,4147,249,-265,-244
353,185,4139,312,-279,-231
444,252,4264,-87,-184,-191
439,243,4254,-22,-194,-209
440,223,4237,31,-201,-222
458,268,4258,-236,-164,-128
453,266,4271,-167,-175,-161
445,260,4271,-105,-182,-185
416,272,4193,-340,-147,-51
435,270,4211,-325,-149,-68
453,269,4232,-308,-152,-84
338,314,4080,-400,-127,58
357,297,4129,-386,-140,10
387,279,4164,-364,-145,-29
257,405,3964,-400,-68,200
274,387,3987,-403,-77,181
300,369,4013,-404,-100,133
194,448,3862,-360,40,458
195,444,3877,-370,21,409
204,438,3906,-378,2,360
220,432,3828,-264,297,920
205,440,3824,-286,211,786
193,444,3831,-310,139,669
270,370,3912,-238,704,1434
270,382,3874,-241,515,1195
256,398,3848,-248,410,1068
220,365,4020,-267,1009,1893
235,366,3990,-257,935,1772
256,368,3945,-240,744,1488
229,333,4036,-347,1276,2628
208,343,4047,-327,1235,2451
190,360,4052,-292,1128,2142
226,259,4016,-384,1247,2963
245,288,4016,-372,1281,2832
242,312,4023,-361,1278,2729
89,353,4188,-363,924,3337
121,267,4130,-369,949,3316
155,201,4063,-388,1060,3226
-468,469,4344,-196,789,3681
-420,540,4355,-240,767,3609
-344,589,4360,-272,769,3544
-152,10,4144,-42,1008,3904
-282,127,4213,-95,920,3834
-404,252,4278,-144,848,3764
361,-581,3944,175,1359,4016
239,-390,3949,88,1237,4025
133,-260,3989,69,1208,4020
-20,-603,4273,300,1100,3377
83,-713,4216,289,1246,3582
219,-778,4131,271,1345,3756
-368,190,4278,274,359,2555
-316,-7,4308,284,568,2761
-256,-170,4317,287,637,2838
-319,548,3904,228,-255,1973
-340,566,3973,230,-225,2002
-374,539,4107,236,-134,2096
-226,391,3774,239,-358,1840
-293,504,3842,224,-329,1890
-319,548,3904,228,-255,1973
42,-7,3620,330,-201,1864
-38,103,3658,294,-278,1841
-87,184,3688,285,-295,1836
-52,-16,3684,444,-91,1953
6,-64,3659,425,-73,1938
68,-106,3623,397,-83,1915
-351,408,3820,464,-332,1976
-278,296,3797,460,-243,1971
-206,190,3760,456,-156,1964
-483,568,3864,471,-434,1983
-413,491,3831,466,-385,1980
-351,408,3820,464,-332,1976
-576,622,4100,531,-459,2022
-579,628,4045,508,-471,2004
-567,620,3983,503,-472,2001
-514,576,4272,605,-388,2069
-550,593,4191,565,-433,2048
-576,622,4100,531,-459,2022
-280,664,4408,722,-132,2186
-354,653,4393,713,-158,2173
-443,618,4366,690,-238,2134
0,468,4276,708,473,2589
-19,503,4284,743,402,2521
-51,566,4319,755,320,2458
9,384,4284,484,489,2532
28,382,4274,533,500,2569
40,393,4264,631,509,2619
-267,596,4356,113,316,2013
-204,533,4348,147,331,2064
-101,452,4323,278,391,2262
-796,1093,4136,-368,24,1364
-785,1078,4171,-368,24,1362
-725,994,4255,-269,80,1458
-740,989,4053,-516,120,1348
-764,1031,4063,-494,47,1321
-792,1081,4100,-445,14,1321
-564,565,4076,-464,400,1452
-599,645,4061,-501,305,1425
-655,788,4044,-518,207,1388
-405,303,4121,-397,482,1418
-511,450,4096,-455,414,1448
-564,565,4076,-464,400,1452
-137,194,4178,-279,437,1111
-209,184,4161,-318,496,1276
-298,211,4137,-361,503,1372
-121,536,4195,-219,114,591
-92,428,4196,-227,208,709
-77,348,4196,-236,262,793
-191,887,4180,-195,-136,353
-159,702,4196,-209,-15,453
-121,536,4195,-219,114,591
-303,1229,3989,-95,-300,317
-290,1204,4027,-105,-299,308
-256,1137,4094,-135,-289,287
-314,1082,3788,58,-202,517
-307,1148,3820,4,-259,448
-308,1199,3853,4,-259,446
-372,728,3824,216,-20,588
-358,812,3797,164,-68,597
-331,961,3775,112,-134,573
-296,473,4017,304,-64,388
-320,489,3975,291,-40,454
-361,553,3913,263,-16,528
-227,473,4189,305,-148,169
-232,467,4140,306,-127,222
-266,466,4064,305,-76,359
-284,580,4306,222,-248,-78
-270,544,4302,247,-231,-31
-253,518,4274,284,-190,68
-335,768,4294,106,-169,-154
-316,733,4301,141,-204,-147
-306,695,4302,149,-215,-143
-414,846,4204,-30,-14,-94
-416,846,4228,-10,-37,-107
-402,834,4256,10,-58,-120
-376,769,4165,-107,100,-19
-389,794,4168,-88,65,-39
-404,830,4185,-63,25,-66
-323,689,4128,-123,148,-16
-339,699,4131,-122,142,-15
-349,718,4138,-118,126,-12
-188,660,4121,-127,176,-47
-225,662,4118,-127,173,-32
-272,673,4121,-127,173,-32
-75,702,4136,-124,176,-130
-86,684,4130,-125,183,-110
-112,664,4124,-126,184,-76
-96,896,4189,-136,128,-156
-87,874,4189,-136,128,-159
-83,830,4181,-131,138,-168
-160,857,4189,-136,120,-72
-153,874,4188,-139,119,-82
-133,897,4187,-142,120,-105
-168,685,4188,-110,91,-16
-167,746,4188,-122,104,-25
-163,785,4185,-131,116,-44
-152,600,4124,-56,41,-56
-155,598,4131,-70,52,-43
-161,608,4146,-83,63,-29
-155,660,4128,-35,-8,-72
-156,647,4123,-42,10,-72
-150,622,4116,-50,26,-68
-131,697,4173,-11,-72,-47
-129,695,4167,-15,-69,-53
-134,695,4156,-21,-58,-62
-156,674,4195,-8,-75,-45
-139,692,4181,-11,-72,-46
-131,697,4173,-11,-72,-47
-205,600,4184,-12,-122,-76
-201,619,4188,-11,-107,-67
-188,640,4196,-9,-93,-57
-261,551,4147,-35,-165,-136
-236,560,4156,-24,-152,-112
-222,570,4157,-24,-150,-109
-307,532,4133,-60,-183,-167
-291,538,4137,-45,-176,-151
-261,551,4147,-35,-165,-136
-325,526,4110,-95,-164,-149
-323,524,4119,-88,-174,-158
-318,526,4128,-80,-180,-166
-350,541,4077,-119,-127,-100
-352,545,4085,-115,-132,-108
-351,537,4086,-109,-145,-126
-336,546,4071,-128,-110,-75
-346,542,4070,-125,-118,-85
-350,541,4077,-119,-127,-100
-332,560,4049,-132,-79,-87
-334,555,4056,-135,-83,-84
-335,553,4064,-136,-92,-73
-331,577,4026,-117,2,-151
-327,576,4028,-124,-18,-138
-325,573,4034,-127,-31,-131
-309,545,4048,-88,22,-172
-326,571,4031,-106,16,-162
-331,577,4026,-117,2,-151
-244,496,4072,-57,22,-185
-280,519,4061,-71,23,-180
-309,545,4048,-88,22,-172
-112,517,4122,23,13,-203
-119,496,4120,20,25,-203
-124,477,4113,13,32,-201
-106,568,4131,17,-55,-198
-96,573,4132,21,-40,-196
-99,566,4129,24,-29,-200
-175,476,4113,1,-116,-200
-165,493,4122,3,-102,-199
-140,524,4130,8,-87,-197
-217,434,4073,0,-139,-193
-200,449,4092,0,-132,-196
-189,459,4105,0,-124,-199
-279,382,4024,11,-142,-154
-263,392,4045,8,-143,-168
-256,398,4050,5,-145,-173
-319,428,3938,16,-122,-138
-311,398,3953,16,-127,-140
-308,380,3968,16,-132,-142
-335,521,3940,5,-111,-140
-333,497,3930,8,-121,-139
-327,458,3932,13,-121,-137
-325,558,3992,-10,-104,-168
-327,565,3979,-10,-106,-162
-330,563,3963,-7,-107,-154
-324,461,4032,4,-104,-199
-326,480,4028,-1,-105,-193
-323,507,4022,-8,-104,-185
-316,412,4043,32,-105,-211
-323,441,4035,16,-106,-206
-324,461,4032,4,-104,-199
-264,377,4064,93,-84,-208
-271,380,4066,87,-89,-210
-289,383,4067,74,-99,-212
-236,445,4013,104,-83,-175
-238,416,4016,113,-74,-183
-241,384,4028,115,-66,-190
-253,526,4010,62,-118,-169
-250,509,4008,72,-113,-170
-242,486,4004,90,-96,-172
-308,561,4016,0,-124,-179
-297,559,4014,8,-127,-179
-277,552,4016,28,-128,-175
-363,602,4044,-18,-104,-192
-357,593,4032,-18,-112,-190
-348,578,4026,-10,-120,-184
-360,673,4093,2,-35,-196
-367,661,4088,-8,-60,-195
-372,642,4082,-12,-69,-197
-350,691,4122,38,26,-204
-353,691,4112,32,20,-199
-353,690,4104,26,14,-194
-318,704,4131,64,41,-236
-340,697,4127,50,36,-217
-350,691,4122,38,26,-204
-232,737,4153,77,65,-271
-243,733,4146,77,61,-268
-261,724,4136,78,56,-260
-150,786,4218,65,80,-293
-167,769,4201,68,76,-288
-181,757,4188,74,72,-284
-71,840,4289,41,105,-308
-86,834,4277,46,99,-306
-118,813,4248,56,89,-299
-8,795,4343,21,121,-340
-27,816,4333,24,120,-331
-39,831,4323,28,116,-326
120,585,4357,36,88,-372
96,628,4361,32,93,-370
54,694,4365,25,110,-361
180,487,4320,57,36,-374
141,547,4342,45,63,-376
120,585,4357,36,88,-372
248,376,4212,102,-86,-313
247,389,4250,94,-56,-333
238,416,4282,86,-28,-350
236,377,4139,108,-159,-257
244,370,4176,107,-118,-292
248,376,4212,102,-86,-313
108,442,4039,83,-261,-143
153,425,4061,89,-247,-159
178,408,4077,99,-218,-194
-57,508,3966,42,-322,-74
-27,495,3981,50,-315,-82
2,478,3994,64,-298,-104
-145,551,3957,34,-318,-73
-92,523,3955,39,-322,-73
-57,508,3966,42,-322,-74
-331,637,4024,36,-259,-103
-307,628,4009,33,-264,-102
-261,612,3991,29,-285,-91
-391,616,4100,80,-192,-140
-393,626,4092,78,-194,-142
-385,640,4072,58,-216,-132
-374,559,4120,130,-132,-153
-384,594,4109,100,-167,-147
-391,616,4100,80,-192,-140
-360,461,4124,209,-56,-167
-364,473,4127,192,-69,-163
-366,494,4130,178,-82,-160
-300,504,4052,209,-3,-151
-307,484,4054,215,-10,-154
-312,469,4069,220,-15,-156
-268,594,4064,148,-2,-156
-284,570,4056,166,-2,-153
-291,546,4046,182,-1,-152
-163,645,4125,64,41,-155
-180,645,4117,69,35,-157
-199,640,4105,92,21,-159
-40,529,4193,-27,69,-112
-48,537,4183,-25,80,-119
-68,564,4164,-15,84,-127
-35,493,4221,-28,21,-103
-36,496,4217,-30,37,-105
-37,502,4208,-29,54,-105
-28,544,4196,-23,-3,-75
-27,534,4202,-24,-4,-82
-32,516,4214,-25,4,-95
-35,608,4148,-39,1,-19
-35,600,4157,-35,-1,-29
-34,581,4174,-29,-3,-48
-36,621,4073,-68,8,24
-35,624,4085,-67,8,21
-35,625,4107,-57,5,9
-37,615,4048,-86,-5,40
-36,620,4064,-79,7,34
-36,621,4073,-68,8,24
-75,572,4002,-90,-68,26
-60,579,4010,-91,-57,31
-49,590,4018,-92,-44,36
-128,556,4009,-56,-135,-11
-115,558,4006,-70,-117,-3
-95,565,4000,-82,-93,11
-235,572,3998,-9,-163,-35
-207,562,4001,-23,-160,-29
-173,558,4008,-36,-152,-24
-306,616,4012,43,-140,-50
-295,617,4004,37,-151,-51
-288,612,4000,26,-157,-51
-339,568,4053,89,-56,-44
-337,573,4045,87,-64,-46
-340,583,4035,81,-81,-46
-313,521,4065,82,-24,-67
-323,539,4062,89,-34,-58
-332,559,4058,91,-46,-50
-284,505,4080,36,0,-100
-288,494,4082,53,-7,-93
-288,489,4077,63,-11,-86
-291,592,4066,0,10,-98
-291,568,4069,10,5,-101
-290,542,4076,20,2,-102
-291,669,4097,-36,45,-70
-292,657,4093,-32,41,-72
-293,647,4085,-21,26,-86
-315,672,4092,-48,85,-60
-310,677,4093,-47,81,-60
-298,688,4094,-46,70,-60
-314,647,4089,-41,90,-83
-322,664,4093,-46,88,-70
-315,672,4092,-48,85,-60
-264,584,4049,-12,89,-136
-272,589,4058,-16,90,-131
-276,593,4069,-24,93,-116
-251,581,4013,9,80,-156
-254,580,4020,7,82,-156
-263,582,4035,-1,88,-149
-250,658,4004,32,42,-166
-249,636,4004,28,49,-167
-245,610,4010,24,56,-168
-259,757,4072,28,12,-148
-256,743,4055,29,16,-153
-253,721,4031,31,21,-157
-259,755,4111,20,15,-150
-257,762,4089,25,13,-150
-259,757,4072,28,12,-148
-252,656,4133,25,20,-155
-250,669,4132,23,20,-156
-249,700,4132,19,18,-153
-280,606,4123,50,14,-170
-271,618,4127,41,17,-166
-261,638,4130,31,19,-161
-282,590,4131,71,4,-171
-283,597,4129,65,8,-171
-283,599,4127,58,11,-172
-273,568,4130,92,-6,-150
-276,569,4130,90,-8,-154
-275,574,4130,90,-8,-158
-248,592,4137,80,-12,-99
-255,585,4136,86,-9,-114
-267,580,4138,93,-3,-128
-239,613,4143,64,-27,-80
-241,599,4135,77,-16,-95
-248,592,4137,80,-12,-99
-237,682,4162,0,-60,-54
-237,663,4158,19,-55,-55
-239,644,4152,38,-46,-62
-281,739,4176,-54,-69,-70
-272,732,4177,-39,-64,-64
-258,720,4174,-31,-64,-60
-300,721,4156,-80,-84,-99
-294,732,4166,-76,-82,-93
-290,744,4176,-68,-76,-82
-315,656,4133,-80,-124,-171
-314,662,4134,-81,-122,-166
-308,681,4139,-85,-111,-145
-360,639,4130,-32,-219,-345
-355,637,4128,-44,-191,-291
-348,634,4126,-46,-191,-293
-382,636,4131,-6,-297,-488
-371,636,4133,-8,-288,-468
-367,638,4132,-20,-251,-402
-459,596,4137,8,-424,-748
-436,613,4132,5,-369,-639
-405,632,4131,1,-336,-570
-592,537,4280,4,-807,-1684
-572,503,4254,6,-775,-1565
-555,484,4233,8,-743,-1443
-716,921,4317,-35,-919,-2420
-696,839,4329,-32,-912,-2363
-655,701,4333,-15,-882,-2130
-639,1397,4072,-88,-884,-2839
-690,1321,4123,-84,-892,-2817
-730,1179,4205,-70,-919,-2712
-409,1505,3946,-100,-795,-2921
-574,1451,4023,-97,-842,-2893
-639,1397,4072,-88,-884,-2839
78,1398,3808,-88,-796,-3017
-22,1435,3830,-93,-777,-2976
-138,1480,3864,-98,-764,-2948
380,1293,3872,-63,-916,-3304
316,1321,3836,-77,-859,-3160
188,1363,3807,-83,-824,-3079
574,1066,4130,-18,-1204,-3930
557,1129,4071,-32,-1121,-3752
504,1202,3996,-50,-994,-3480
299,815,4394,46,-1506,-4605
431,896,4291,18,-1388,-4329
535,989,4202,-6,-1265,-4062
116,549,4644,112,-1703,-5284
138,615,4588,104,-1692,-5218
160,684,4536,85,-1652,-5019
-8,428,4754,156,-1762,-5876
3,437,4757,152,-1747,-5802
40,462,4738,148,-1732,-5728
165,518,4695,105,-1796,-5880
84,462,4724,135,-1815,-5956
41,445,4724,152,-1796,-5951
331,813,4223,-9,-1592,-5497
313,716,4456,61,-1724,-5724
259,624,4588,61,-1726,-5726
439,1123,3859,-625,-656,-4097
440,1136,3829,-515,-767,-4343
435,1099,3846,-320,-1050,-4796
469,709,3833,-1348,-296,-2356
464,778,3841,-1251,-318,-2593
461,898,3878,-1102,-358,-2957
488,519,4028,-1754,-162,-1257
501,560,3967,-1677,-206,-1483
492,602,3904,-1582,-239,-1742
368,369,4081,-1859,-21,-877
444,461,4071,-1806,-112,-1087
488,519,4028,-1754,-162,-1257
436,20,3900,-1804,132,-799
396,55,3936,-1804,130,-799
337,138,3998,-1848,98,-771
625,-35,3798,-1655,145,-939
506,-5,3858,-1737,145,-861
436,20,3900,-1804,132,-799
444,-210,3779,-1342,-19,-1280
464,-151,3833,-1371,20,-1256
507,-119,3842,-1472,118,-1150
505,-495,3865,-839,-688,-1439
480,-460,3775,-949,-566,-1434
457,-398,3702,-1125,-329,-1401
616,-475,4265,-564,-776,-1423
585,-498,4182,-632,-779,-1430
533,-509,3986,-768,-735,-1439
476,-356,4265,-220,-320,-1319
552,-376,4320,-273,-413,-1340
632,-411,4354,-356,-547,-1371
188,-112,3760,69,-107,-1111
210,-168,3840,46,-109,-1134
283,-264,4011,-43,-133,-1215
178,240,3576,226,-221,-662
173,133,3584,206,-200,-811
172,40,3622,190,-182,-882
200,445,3643,212,-193,-390
183,344,3599,228,-220,-547
178,240,3576,226,-221,-662
393,497,3772,108,-7,52
346,522,3754,119,-26,13
290,536,3726,152,-84,-104
525,252,3864,-12,165,424
499,320,3836,3,146,372
469,388,3812,20,128,321
608,-33,3986,-48,134,590
584,34,3947,-48,155,568
564,108,3918,-34,174,508
702,-251,4138,-9,19,566
681,-212,4116,-23,52,585
662,-171,4085,-33,71,591
768,-326,4226,52,-41,472
740,-298,4186,16,-16,529
702,-251,4138,-9,19,566
700,-335,4293,141,-40,292
723,-345,4290,139,-40,292
758,-349,4280,112,-41,355
489,-199,4313,204,-148,24
520,-226,4312,196,-110,92
582,-276,4310,183,-77,157
391,-143,4282,196,-180,-55
450,-174,4304,201,-155,8
489,-199,4313,204,-148,24
212,-89,4174,136,-212,-228
248,-99,4199,154,-205,-197
290,-109,4226,176,-202,-152
28,-84,4096,69,-199,-219
45,-81,4103,71,-202,-224
87,-77,4117,92,-213,-245
4,-88,4052,33,-123,-83
0,-87,4056,36,-132,-96
2,-85,4064,47,-161,-147
92,-53,4070,-12,-28,98
68,-61,4064,-3,-42,68
34,-72,4052,6,-54,38
240,8,4125,-132,65,249
229,-2,4118,-106,51,239
212,-12,4112,-104,53,241
247,42,4132,-162,79,242
251,22,4128,-145,71,247
240,8,4125,-132,65,249
240,70,4160,-201,89,195
241,72,4140,-195,89,212
247,65,4134,-181,85,227
288,-10,4209,-202,82,69
273,12,4212,-208,77,100
261,35,4204,-211,79,121
